Wall time,Step,Value
1525458122.2243898,153,0.6657571792602539
1525458123.3362882,154,0.6648064851760864
1525458124.4446354,155,0.6655133366584778
1525458125.577086,156,0.6677120327949524
1525458126.6733541,157,0.6650032997131348
1525458127.829353,158,0.6672529578208923
1525458128.9234438,159,0.6786526441574097
1525458130.0537274,160,0.6810998916625977
1525458131.1729496,161,0.6879898905754089
1525458132.2812376,162,0.6879408955574036
1525458133.4076662,163,0.6863343119621277
1525458134.5064015,164,0.6942633986473083
1525458135.621562,165,0.690462052822113
1525458136.730735,166,0.6792283654212952
1525458137.8511736,167,0.6925555467605591
1525458138.9636467,168,0.6998624801635742
1525458140.1033056,169,0.7017512321472168
1525458141.224705,170,0.7081385850906372
1525458142.3348835,171,0.7060747146606445
1525458143.4532194,172,0.691717267036438
1525458144.5491767,173,0.6991080641746521
1525458145.7020013,174,0.6979472637176514
1525458146.8057773,175,0.7015900611877441
1525458147.9363449,176,0.7017435431480408
1525458149.062112,177,0.7018817067146301
1525458150.1733646,178,0.6910685300827026
1525458151.3218784,179,0.6891492009162903
1525458152.4363086,180,0.6874217987060547
1525458153.5834398,181,0.6905546188354492
1525458154.6681526,182,0.6839991807937622
1525458155.7988186,183,0.6890367865562439
1525458156.9069579,184,0.682633101940155
1525458158.062163,185,0.686244785785675
1525458159.1927688,186,0.6832453012466431
1525458160.2937493,187,0.6789832711219788
1525458161.4451003,188,0.6798349618911743
1525458162.5525646,189,0.6837264895439148
1525458163.7148354,190,0.6762913465499878
1525458164.7991612,191,0.6789746880531311
1525458165.9318054,192,0.6704522371292114
1525458167.0601826,193,0.6705945134162903
1525458168.1655343,194,0.6613475680351257
1525458169.3173807,195,0.6608378291130066
1525458170.4309673,196,0.6666290760040283
1525458171.5658212,197,0.6640286445617676
1525458172.6689196,198,0.6710633039474487
1525458173.8004801,199,0.6664569973945618
1525458174.881771,200,0.662311315536499
1525458176.0506742,201,0.6632676720619202
1525458177.1771748,202,0.6578783988952637
1525458178.2905328,203,0.6577155590057373
1525458179.423096,204,0.6653814911842346
1525458180.5298274,205,0.6707183718681335
1525458181.650075,206,0.6723965406417847
1525458182.7526333,207,0.6676568984985352
1525458183.8685443,208,0.6696411967277527
1525458184.9945424,209,0.676114559173584
1525458186.1134427,210,0.6772531270980835
1525458187.2567065,211,0.6814028024673462
1525458188.3643851,212,0.6804500222206116
1525458189.5101097,213,0.6780300140380859
1525458190.6089528,214,0.6742895245552063
1525458191.7268248,215,0.6771730780601501
1525458192.83963,216,0.6797682642936707
1525458193.9808824,217,0.6852289438247681
1525458195.1035023,218,0.6776435375213623
1525458196.211936,219,0.680191695690155
1525458197.3462474,220,0.6856100559234619
1525458198.4459724,221,0.6811115741729736
1525458199.5676327,222,0.6848754286766052
1525458200.6828794,223,0.6882628798484802
1525458201.8153048,224,0.6881865859031677
1525458202.9270968,225,0.6912429332733154
1525458204.0568166,226,0.6939936280250549
1525458205.2120087,227,0.696469247341156
1525458206.319212,228,0.6986973285675049
1525458207.453352,229,0.7022650837898254
1525458208.5573893,230,0.7039135694503784
1525458209.6841335,231,0.6991472244262695
1525458210.7821038,232,0.7011075019836426
1525458211.9003928,233,0.7059967517852783
1525458213.0117033,234,0.7150845527648926
1525458214.1503947,235,0.7217010855674744
1525458215.30771,236,0.7167184948921204
1525458216.4585497,237,0.7184841632843018
1525458217.6226425,238,0.7169482707977295
1525458218.7392566,239,0.7218159437179565
1525458219.864253,240,0.7246343493461609
1525458220.9778292,241,0.7318584322929382
1525458222.10267,242,0.7321100831031799
1525458223.2480838,243,0.7338990569114685
1525458224.3468196,244,0.733946681022644
1525458225.4870338,245,0.7371144890785217
1525458226.5898793,246,0.7352780103683472
1525458227.7234638,247,0.7320626974105835
1525458228.8537948,248,0.7385439276695251
1525458230.018127,249,0.7381270527839661
1525458231.170448,250,0.7361893653869629
1525458232.287493,251,0.7219454050064087
1525458233.4677086,252,0.7200633883476257
1525458234.5763772,253,0.7183695435523987
1525458235.7281828,254,0.7215325832366943
1525458236.8241951,255,0.7228168249130249
1525458237.967196,256,0.7239726185798645
1525458239.086716,257,0.7203253507614136
1525458240.2122052,258,0.7295427918434143
1525458241.3815622,259,0.7190884947776794
1525458242.4821906,260,0.722179651260376
1525458243.619883,261,0.7233991622924805
1525458244.7264721,262,0.7244967222213745
1525458245.856413,263,0.723922073841095
1525458246.9497013,264,0.724967360496521
1525458248.0674472,265,0.7352831363677979
1525458249.1759043,266,0.7383173108100891
1525458250.294506,267,0.7410480976104736
1525458251.4063401,268,0.7419432997703552
1525458252.5082371,269,0.7411864399909973
1525458253.672611,270,0.7389428019523621
1525458254.7714772,271,0.7400485277175903
1525458255.8881035,272,0.7363561987876892
1525458257.0156658,273,0.7345955967903137
1525458258.1131642,274,0.7376985549926758
1525458259.2673237,275,0.7295536994934082
1525458260.3683681,276,0.7300358414649963
1525458261.4859204,277,0.7320322394371033
1525458262.6001399,278,0.7291415333747864
1525458263.733724,279,0.7234148979187012
1525458264.8256042,280,0.724510908126831
1525458265.9875627,281,0.72237229347229
1525458267.1119456,282,0.6970100402832031
1525458268.210416,283,0.7038715481758118
1525458269.329137,284,0.7022343873977661
1525458270.4219668,285,0.7085734605789185
1525458271.571957,286,0.7220911383628845
1525458272.6600814,287,0.7155070304870605
1525458273.7925112,288,0.7220813035964966
1525458274.91973,289,0.726435661315918
1525458276.0414455,290,0.7256671190261841
1525458277.2024407,291,0.7234129309654236
1525458278.3031745,292,0.7166966199874878
1525458279.4442573,293,0.7106519341468811
1525458280.5438604,294,0.7192742228507996
1525458281.6674802,295,0.7192217707633972
1525458282.7480087,296,0.7222995758056641
1525458283.9065206,297,0.7250696420669556
1525458284.99775,298,0.735375165939331
1525458286.1269598,299,0.743087649345398
1525458287.24589,300,0.7484663724899292
1525458288.3417675,301,0.7423697113990784
1525458289.4913669,302,0.7431327700614929
1525458290.58433,303,0.748507022857666
1525458291.7250967,304,0.7486563324928284
1525458292.832355,305,0.744103193283081
1525458293.940072,306,0.7462553977966309
1525458295.0572188,307,0.7388173341751099
1525458296.184633,308,0.7493106126785278
1525458297.3211763,309,0.749379575252533
1525458298.420652,310,0.7510040998458862
1525458299.5486794,311,0.7524662017822266
1525458300.6421242,312,0.752219557762146
1525458330.7372541,313,0.7598100900650024
1525458331.377193,314,0.7588290572166443
1525458332.4782953,315,0.7704461812973022
1525458333.59984,316,0.771526575088501
1525458334.7606423,317,0.7662489414215088
1525458335.8956041,318,0.7599365711212158
1525458337.0472562,319,0.7589429020881653
1525458338.1768718,320,0.7580485939979553
1525458339.2975976,321,0.7525562047958374
1525458340.386206,322,0.7476130723953247
1525458341.5057294,323,0.7462892532348633
1525458342.6071157,324,0.734160304069519
1525458343.7635534,325,0.727931797504425
1525458344.856715,326,0.7348261475563049
1525458345.9819674,327,0.739468514919281
1525458347.1161106,328,0.7358341813087463
1525458348.225354,329,0.7388132810592651
1525458349.3858316,330,0.7368069291114807
1525458350.51375,331,0.7381262183189392
1525458351.6698046,332,0.7518135905265808
1525458352.9007587,333,0.7563197612762451
1525458354.0648057,334,0.7525627613067627
1525458355.2119672,335,0.7444939613342285
1525458356.3274295,336,0.7434820532798767
1525458357.4449046,337,0.7394463419914246
1525458358.5434477,338,0.7358142137527466
1525458359.6585758,339,0.743482768535614
1525458360.7584229,340,0.7441344857215881
1525458361.9255044,341,0.7556585669517517
1525458363.0347683,342,0.764467716217041
1525458364.1424885,343,0.7614584565162659
1525458365.2582595,344,0.7634376287460327
1525458366.367442,345,0.7667813897132874
1525458367.528184,346,0.7666657567024231
1525458368.6277916,347,0.7618741989135742
1525458369.754701,348,0.7591242790222168
1525458370.8653274,349,0.7660243511199951
1525458372.0019882,350,0.7628594040870667
1525458373.1214712,351,0.7662609815597534
1525458374.2217822,352,0.7677598595619202
1525458375.3644755,353,0.7706713676452637
1525458376.4530957,354,0.7654792070388794
1525458377.60188,355,0.7608062624931335
1525458378.6967547,356,0.7628506422042847
1525458379.8595934,357,0.7600030899047852
1525458380.954084,358,0.7636902928352356
1525458382.0743122,359,0.7638837695121765
1525458383.2112477,360,0.7624953985214233
1525458384.3084145,361,0.7659333348274231
1525458385.4563782,362,0.7580900192260742
1525458386.5696127,363,0.7525935173034668
1525458387.7089396,364,0.7507716417312622
1525458388.8031611,365,0.7522569894790649
1525458389.9285831,366,0.7473437786102295
1525458391.0554657,367,0.7476093769073486
1525458392.1752315,368,0.7431609630584717
1525458393.3033078,369,0.7375948429107666
1525458394.4069016,370,0.7403978705406189
1525458395.5334432,371,0.7507330775260925
1525458396.634891,372,0.7490972876548767
1525458397.7581804,373,0.7445000410079956
1525458398.8723774,374,0.746612548828125
1525458399.98863,375,0.7532013058662415
1525458401.1117246,376,0.7528811693191528
1525458402.2206001,377,0.7557180523872375
1525458403.336922,378,0.7567087411880493
1525458404.4502463,379,0.7638503909111023
1525458405.5864384,380,0.7687153816223145
1525458406.6886811,381,0.7621563673019409
1525458407.8163347,382,0.7640657424926758
1525458408.921402,383,0.7642216682434082
1525458410.056002,384,0.7565494775772095
1525458411.1786656,385,0.7527695298194885
1525458412.2798448,386,0.7556175589561462
1525458413.4815633,387,0.7550557851791382
1525458414.59192,388,0.7514252066612244
1525458415.725963,389,0.7559701800346375
1525458416.8182974,390,0.7584981918334961
1525458417.9452689,391,0.7529608607292175
1525458419.0702076,392,0.7604773044586182
1525458420.17315,393,0.7594295740127563
1525458421.3066268,394,0.7647365927696228
1525458422.4198794,395,0.763262927532196
1525458423.5457294,396,0.7713116407394409
1525458424.6612232,397,0.7691804766654968
1525458425.788257,398,0.7703874111175537
1525458426.8878052,399,0.7777236700057983
1525458428.0281672,400,0.7796388268470764
1525458429.1497476,401,0.7844874262809753
1525458430.2534232,402,0.7841636538505554
1525458431.3881059,403,0.7838723063468933
1525458432.49536,404,0.7804850935935974
1525458433.6369379,405,0.7743116021156311
1525458434.7402642,406,0.7703179121017456
1525458435.8631186,407,0.7807860970497131
1525458436.9763608,408,0.7777074575424194
1525458438.0893855,409,0.7718117237091064
1525458439.2419302,410,0.7665055394172668
1525458440.3334708,411,0.7601674795150757
1525458441.4701347,412,0.7654007077217102
1525458442.5632076,413,0.7685481309890747
1525458443.691997,414,0.7745057940483093
1525458444.7991304,415,0.7861177325248718
1525458445.940564,416,0.7762559652328491
1525458447.0683525,417,0.7720678448677063
1525458448.1782448,418,0.7761110663414001
1525458449.2966323,419,0.7766249775886536
1525458450.394647,420,0.7802124619483948
1525458451.551608,421,0.7771912217140198
1525458452.6606228,422,0.7729095816612244
1525458453.78561,423,0.7753061056137085
1525458454.927348,424,0.7759004831314087
1525458456.0425804,425,0.7733104228973389
1525458457.2119234,426,0.772541880607605
1525458458.3321967,427,0.7734127044677734
1525458459.4421217,428,0.777321457862854
1525458460.5551336,429,0.7839643359184265
1525458461.6757858,430,0.7836928963661194
1525458462.7770174,431,0.7803236246109009
1525458463.931098,432,0.7788537740707397
1525458465.0411499,433,0.7837808728218079
1525458466.1518934,434,0.7850902676582336
1525458467.280166,435,0.7956437468528748
1525458468.3874695,436,0.7973293662071228
1525458469.5341372,437,0.7925963997840881
1525458470.6537185,438,0.7852117419242859
1525458471.8100328,439,0.7785655856132507
1525458472.9708755,440,0.7850840091705322
1525458474.0762713,441,0.78313809633255
1525458475.2275445,442,0.7829492688179016
1525458476.3218665,443,0.7812168598175049
1525458477.4536881,444,0.7796576619148254
1525458478.5483472,445,0.7876294255256653
1525458479.683458,446,0.7869914770126343
1525458480.7934434,447,0.7848548293113708
1525458481.9425411,448,0.7860568761825562
1525458483.0547965,449,0.7824512124061584
1525458484.1563642,450,0.790143609046936
1525458485.2884834,451,0.7876917719841003
1525458486.3677278,452,0.7854850888252258
1525458487.5174465,453,0.7881866097450256
1525458488.610363,454,0.7937429547309875
1525458489.7342083,455,0.7909311652183533
1525458490.827402,456,0.7946505546569824
1525458491.9429848,457,0.7948729991912842
1525458493.061874,458,0.7825732231140137
1525458494.1756423,459,0.7793158888816833
1525458495.2925222,460,0.7841967940330505
1525458496.3958457,461,0.79483962059021
1525458497.5289707,462,0.7981681823730469
1525458498.6245017,463,0.8011638522148132
1525458499.7818656,464,0.7929224371910095
1525458500.8714113,465,0.7855051755905151
1525458502.0118425,466,0.7850796580314636
1525458503.1314118,467,0.7956342101097107
1525458504.241971,468,0.7910707592964172
1525458505.3794,469,0.796338677406311
1525458506.4880376,470,0.794829785823822
1525458507.6098084,471,0.7872217893600464
1525458508.6993725,472,0.7913120985031128
1525458509.8352194,473,0.7934308648109436
1525458510.9474366,474,0.7906502485275269
1525458512.0712173,475,0.7897102236747742
1525458513.2087173,476,0.7919892072677612
1525458514.3126032,477,0.7940402626991272
1525458515.4316308,478,0.7974487543106079
1525458516.5475276,479,0.7989538908004761
1525458517.70089,480,0.8034334778785706
1525458518.8037193,481,0.807465136051178
1525458519.9242132,482,0.7985936403274536
1525458521.0380275,483,0.7937342524528503
1525458522.1368122,484,0.8049858212471008
1525458523.271936,485,0.8072997331619263
1525458524.3805807,486,0.8109447360038757
1525458525.4910648,487,0.8173502683639526
1525458526.5916278,488,0.8199902176856995
1525458527.7451885,489,0.8192411661148071
1525458528.8361294,490,0.8138795495033264
1525458529.954399,491,0.8137415647506714
1525458531.0622823,492,0.8151798844337463
1525458532.166852,493,0.8070994019508362
1525458533.304503,494,0.8060769438743591
1525458534.389738,495,0.8004692196846008
1525458535.5162387,496,0.7954223155975342
1525458536.6096222,497,0.7877550721168518
1525458537.7356136,498,0.7886670827865601
1525458538.8255901,499,0.786362886428833
1525458539.946589,500,0.7921016216278076
1525458541.0563812,501,0.7910164594650269
1525458542.1680217,502,0.7853522896766663
1525458543.273314,503,0.7880670428276062
1525458544.3566456,504,0.7920728325843811
1525458545.4768772,505,0.7863030433654785
1525458546.5749302,506,0.7904852628707886
1525458547.707562,507,0.7911242246627808
1525458548.8008058,508,0.7916992902755737
1525458549.928699,509,0.7844043374061584
1525458551.0277894,510,0.7919014096260071
1525458552.129635,511,0.781461238861084
1525458553.279439,512,0.7767525911331177
1525458554.3685174,513,0.7818898558616638
1525458555.5064836,514,0.784950852394104
1525458556.6107016,515,0.7892682552337646
1525458557.7363465,516,0.7962789535522461
1525458558.8266275,517,0.7963385581970215
1525458559.966938,518,0.8026422262191772
1525458561.0880105,519,0.7958155274391174
1525458562.2071774,520,0.7990464568138123
1525458563.3139222,521,0.8003917932510376
1525458564.4220467,522,0.8047276139259338
1525458565.5659423,523,0.7976923584938049
1525458566.659734,524,0.7897981405258179
1525458567.7940671,525,0.7951933145523071
1525458568.8891199,526,0.8016114830970764
1525458570.001326,527,0.8042628169059753
1525458571.1203053,528,0.8050865530967712
1525458572.2231972,529,0.8011403679847717
1525458573.3380735,530,0.8054013252258301
1525458574.4844635,531,0.7998611927032471
1525458575.6092122,532,0.7980000972747803
1525458576.7487996,533,0.8010125756263733
1525458577.8602076,534,0.7990363240242004
1525458578.9656851,535,0.7956951856613159
1525458580.0767312,536,0.7973756790161133
1525458581.20711,537,0.783263087272644
1525458582.3023028,538,0.7783742547035217
1525458583.4312258,539,0.7817868590354919
1525458584.5251155,540,0.7879831790924072
1525458585.6553512,541,0.7935598492622375
1525458586.7468615,542,0.7907663583755493
1525458587.8740172,543,0.7882522344589233
1525458589.000763,544,0.79380202293396
1525458590.1448684,545,0.789421796798706
1525458591.293769,546,0.7901670932769775
1525458592.4155712,547,0.7908378839492798
1525458593.6064591,548,0.7976915836334229
1525458594.7094922,549,0.7976099252700806
1525458595.86915,550,0.7959739565849304
1525458596.965563,551,0.7929390668869019
1525458598.074398,552,0.7886451482772827
1525458599.1842566,553,0.7847806215286255
1525458600.2994273,554,0.787552535533905
1525458601.4779546,555,0.785359799861908
1525458602.5569828,556,0.7896363139152527
1525458603.6888807,557,0.8028602004051208
1525458604.7769244,558,0.8038241863250732
1525458605.904832,559,0.800004243850708
1525458607.0013149,560,0.8043788075447083
1525458608.1282318,561,0.802065908908844
1525458609.2492158,562,0.8062343001365662
1525458610.3290243,563,0.8084233999252319
1525458611.4492767,564,0.8025810718536377
1525458612.5544486,565,0.8066979646682739
1525458613.7180343,566,0.8041531443595886
1525458614.8170736,567,0.8128003478050232
1525458615.9486926,568,0.8080828189849854
1525458617.0622888,569,0.8178995251655579
1525458618.1673868,570,0.8189221024513245
1525458619.313772,571,0.8151549100875854
1525458620.414613,572,0.8102019429206848
1525458621.5394254,573,0.8135567307472229
1525458622.6345634,574,0.8134510517120361
1525458623.7476907,575,0.8071059584617615
1525458624.831029,576,0.8045203685760498
1525458625.9986007,577,0.8100058436393738
1525458627.123295,578,0.813380241394043
1525458628.2197156,579,0.8148547410964966
1525458629.3484812,580,0.8114942908287048
1525458630.4423797,581,0.8147198557853699
1525458631.6028104,582,0.8113728761672974
1525458632.694931,583,0.8146106004714966
1525458633.8223395,584,0.8128370642662048
1525458634.9197211,585,0.8190533518791199
1525458636.0235174,586,0.8152729868888855
1525458637.1804821,587,0.8181207180023193
1525458638.2763429,588,0.8238086700439453
1525458639.3823717,589,0.8304902911186218
1525458640.4766352,590,0.8240037560462952
1525458641.59004,591,0.8259783983230591
1525458642.6787276,592,0.8293180465698242
1525458643.8396924,593,0.8276362419128418
1525458644.927433,594,0.8261226415634155
1525458646.0538344,595,0.813822865486145
1525458647.169399,596,0.8199405670166016
1525458648.2719996,597,0.8160715103149414
1525458649.3918712,598,0.8157143592834473
1525458650.4685097,599,0.8153929114341736
1525458651.5829542,600,0.8151035904884338
1525458652.6668184,601,0.816405713558197
1525458653.7879913,602,0.8175776600837708
1525458654.8756404,603,0.8186324238777161
1525458656.0198648,604,0.82426917552948
1525458657.144675,605,0.8262172341346741
1525458658.240585,606,0.8310955166816711
1525458659.354385,607,0.8354859948158264
1525458660.4484367,608,0.8347498774528503
1525458661.5847082,609,0.8356499075889587
1525458662.6810448,610,0.8286474347114563
1525458663.8003025,611,0.8317201733589172
1525458664.8899558,612,0.8282356262207031
1525458666.0142293,613,0.8250995874404907
1525458667.162988,614,0.8222771286964417
1525458668.259793,615,0.822861909866333
1525458669.3828437,616,0.8233882188796997
1525458670.471067,617,0.8238618969917297
1525458671.598908,618,0.8180382251739502
1525458672.6956866,619,0.8284218907356262
1525458673.8180532,620,0.8362047076225281
1525458674.9042997,621,0.8400842547416687
1525458676.032572,622,0.8467008471488953
1525458677.1549594,623,0.8479682803153992
1525458678.2565835,624,0.8522339463233948
1525458679.4102216,625,0.8498230576515198
1525458709.918788,626,0.8492157459259033
1525458710.4927337,627,0.853356659412384
1525458711.0971181,628,0.8586459755897522
1525458712.2206287,629,0.8696563839912415
1525458713.3946574,630,0.8748782277107239
1525458714.4870446,631,0.8686404228210449
1525458715.646506,632,0.8661513924598694
1525458716.7340176,633,0.865473747253418
1525458717.8563526,634,0.8570513725280762
1525458718.9431324,635,0.8619712591171265
1525458720.0529869,636,0.8617116212844849
1525458721.1788175,637,0.8677279353141785
1525458722.2920265,638,0.873142659664154
1525458723.4090946,639,0.8702033758163452
1525458724.5006752,640,0.8659955263137817
1525458725.6136112,641,0.8637709617614746
1525458726.700058,642,0.8602063655853271
1525458727.871893,643,0.8601232171058655
1525458728.9570165,644,0.8647359013557434
1525458730.061667,645,0.8720123171806335
1525458731.1685255,646,0.8723111152648926
1525458732.2606773,647,0.8647674918174744
1525458733.375356,648,0.8626657128334045
1525458734.4640503,649,0.8685866594314575
1525458735.5919936,650,0.8661029934883118
1525458736.6876616,651,0.8654301762580872
1525458737.800564,652,0.857012152671814
1525458738.8822024,653,0.8588109612464905
1525458740.037233,654,0.8573048710823059
1525458741.1478753,655,0.8653243780136108
1525458742.2443035,656,0.8631669282913208
1525458743.3614724,657,0.8627877235412598
1525458744.4480603,658,0.8577589392662048
1525458745.5911403,659,0.8579205274581909
1525458746.6914885,660,0.8580659627914429
1525458747.8151753,661,0.8613218665122986
1525458748.8975518,662,0.8673771619796753
1525458750.0126972,663,0.8681394457817078
1525458751.1607697,664,0.8657004833221436
1525458752.2756627,665,0.8681929111480713
1525458753.3904557,666,0.8673111200332642
1525458754.4902077,667,0.8696424961090088
1525458755.5977995,668,0.8686157464981079
1525458756.6874218,669,0.867691695690155
1525458757.853165,670,0.869985044002533
1525458758.9549336,671,0.8611115217208862
1525458760.059989,672,0.8640628457069397
1525458761.1705332,673,0.8667190670967102
1525458762.2644472,674,0.8597346544265747
1525458763.410201,675,0.8565737009048462
1525458764.4999325,676,0.8506038188934326
1525458765.6152303,677,0.8483559489250183
1525458766.7094307,678,0.851020336151123
1525458767.8460467,679,0.8549808263778687
1525458768.9352515,680,0.8569827675819397
1525458770.0620751,681,0.8603469729423523
1525458771.1693773,682,0.8586872816085815
1525458772.2646785,683,0.8556310534477234
1525458773.3638546,684,0.8435054421424866
1525458774.4541368,685,0.8357173800468445
1525458775.6085465,686,0.8427706360816956
1525458776.688888,687,0.8397435545921326
1525458777.8189213,688,0.8307691812515259
1525458778.9125621,689,0.8383172750473022
1525458780.0436864,690,0.843548059463501
1525458781.1891816,691,0.842005729675293
1525458782.2867382,692,0.8421801328659058
1525458783.4080102,693,0.8423371315002441
1525458784.4994955,694,0.8362284302711487
1525458785.6112995,695,0.8432306051254272
1525458786.6981888,696,0.8401575684547424
1525458787.8322425,697,0.8420793414115906
1525458788.9160159,698,0.839121401309967
1525458790.042276,699,0.8380217552185059
1525458791.1643217,700,0.8370320796966553
1525458792.390996,701,0.8283288478851318
1525458794.5023334,702,0.8173709511756897
1525458796.6263652,703,0.8215713500976562
1525458798.115486,704,0.8300392031669617
1525458799.515336,705,0.836097776889801
1525458800.9665499,706,0.8337379693984985
1525458802.4235044,707,0.8378641605377197
1525458803.7239707,708,0.8337652683258057
1525458804.9927945,709,0.8332012295722961
